Review	Liked
I do frequent order from here and had good experience but for my last 2 order I found food quality below parparatha of roll was not crispy and tasted rawrice quality in fried rice was badat least Basmati rice should be given for the price they charge	0
I do frequent order from here and had good experience but for my last 2 order I found food quality below parparatha of roll was not crispy and tasted rawrice quality in fried rice was badat least Basmati rice should be given for the price they charge	0
Have ordered from here a couple of times and most of the times it was worth it as the owner is a Odiya  hence we get the taste of Odisha flavours in their dish which really works for meI liked their Chicken Kadai Veg Noodles Apple Chicken and of course their rollsI did not like their ChickenMutton kasa as onion quantity was too much which made the dish bittersweet	0
Have ordered from here a couple of times and most of the times it was worth it as the owner is a Odiya  hence we get the taste of Odisha flavours in their dish which really works for meI liked their Chicken Kadai Veg Noodles Apple Chicken and of course their rollsI did not like their ChickenMutton kasa as onion quantity was too much which made the dish bittersweet	0
"Okay place pocket friendly and mostly good for occasional take out Lot of egg dishes as the name suggests but the taste needs to improve The egg curry with roti is my favourite mostly order it from Zomato

abyventurawordpresscom"	0
"A budget restaurant to eat Food is decent Chicken kassa and aloo paratha  is something i can recommend
BIryani is not that great"	0
Not a good choice for veggies Ordered ghee rice and noodles which are not upto expectation in taste and no gravy provided for ghee rice Disappointed with this	0
Not a good choice for veggies Ordered ghee rice and noodles which are not upto expectation in taste and no gravy provided for ghee rice Disappointed with this	0
"Ordered 1 kg Mutton Biriyani

Mutton pieces were small and quantity was not sufficient for 3 persons I did called the restaurant before ordering and they said the rice quantity will be equal to individual plates if ordered separately

Taste wise not bad  I liked it as it is not too spicy

But not sufficient for 3 people
The accompanied salan was also quite good

Advice to all  order separately per pate basis 
1 Kg Biriyani is sufficient for 2 people"	0
"Ordered 1 kg Mutton Biriyani

Mutton pieces were small and quantity was not sufficient for 3 persons I did called the restaurant before ordering and they said the rice quantity will be equal to individual plates if ordered separately

Taste wise not bad  I liked it as it is not too spicy

But not sufficient for 3 people
The accompanied salan was also quite good

Advice to all  order separately per pate basis 
1 Kg Biriyani is sufficient for 2 people"	0
"When I calledthe guy said they have the best katti rolls in Bangalore
Leme now give my reaction to that statement after having the rolls from here LOL  GOOD ONE  
I am a bong who knows what katti rolls are And this was a pencil roll with barely proper tasteall other food items like paratha and chicken kassa were about average
Zomato shows 45 mins delivery I got the delivery in 1 hour 20 mins on a normal weekday around 10pm although I work in domlur Again LOL  
Plus the staff arent courteous 
Loads and loads to improve if you want to be called goodleave the thought of being the bestreally over rated for 39 ratings in zomato Hope you guys know what you are promising and what you are delivering"	0
"When I calledthe guy said they have the best katti rolls in Bangalore
Leme now give my reaction to that statement after having the rolls from here LOL  GOOD ONE  
I am a bong who knows what katti rolls are And this was a pencil roll with barely proper tasteall other food items like paratha and chicken kassa were about average
Zomato shows 45 mins delivery I got the delivery in 1 hour 20 mins on a normal weekday around 10pm although I work in domlur Again LOL  
Plus the staff arent courteous 
Loads and loads to improve if you want to be called goodleave the thought of being the bestreally over rated for 39 ratings in zomato Hope you guys know what you are promising and what you are delivering"	0
Seeing the rating of the restaurant I and my team at Cognizant ordered for delivery We ordered Biriyani Mutton Roga Gosh Kadai Chicken Pepper Chicken and Parathas  The food was normal and nothing great for mentioning The Mutton Roga Gosh was like half oil and half curry 	0
Seeing the rating of the restaurant I and my team at Cognizant ordered for delivery We ordered Biriyani Mutton Roga Gosh Kadai Chicken Pepper Chicken and Parathas  The food was normal and nothing great for mentioning The Mutton Roga Gosh was like half oil and half curry 	0
"i have gone to this restraunt for around 4 to 5 times Initially the quality taste of foodcustomer service was very good for the first two three times
But for the last two times i am observing that everything has been degradedeven the tables are not clean taste of food was not that good as initial
i hoe they will start maintaining the quality"	0
"i have gone to this restraunt for around 4 to 5 times Initially the quality taste of foodcustomer service was very good for the first two three times
But for the last two times i am observing that everything has been degradedeven the tables are not clean taste of food was not that good as initial
i hoe they will start maintaining the quality"	0
Kappa biriyani is oily but tasty they must use lesser oil since it spoils the whole food	0
Quality is not as expected	0
Curries were either very salty or no salt at all	0
Try their pork roast Its damn goodAmbience is a bit dim but man Their pork roast We had the dish three days in a row The third time it was a bit off So dont give up on the dish if its not great once Go back and try again Trust me Pork Roast is GOOD	0
pork was only fat no meat	0
pork was only fat no meat	0
No banana leaf as specified	0
No banana leaf as specified	0
No banana leaf as specified	0
"Easy to locate
Unnoticed most of the times
The quality of the food and the taste is not bad
The prices are pretty low
Ambience is average
Staff is friendly
I recommend you to try shwawarma"	0
"This is a small unnoticed joint Where I go with my colleagues twice in a week for lunch The Food quality and taste is decent However the ambience could have been better its dark inside It lacks light and music its very dull

The service and food looks promising"	0
Food is good but delivery can be improved a lot	0
Food is good but delivery can be improved a lot	0
Food is good but delivery can be improved a lot	0
Food is good but delivery can be improved a lot	0
average quality and taste	0
average quality and taste	0
"This newly opened outlet is atleast filling the gap of a good outlet which serve nice dosa items like palak dosa ragi dosa neer dosa  interesting banana dosa This place is mostly a breakfast  snacks place At evening they serve the crowd favourite Chinese items like mushroom Manchurian  mushroom noodles  Paneer Manchurian which not most place in this area offered Dont have high expectations of getting the customised food I tried plain dosa which was soft even after requesting for crispy Tried the Chilly Mushroom Manchurian Told them repeatedly to prepare the dish without any Chilly But got such fiery dish which forced me to drink lots of water Even after informing the manager I was not offered an option to change the dish All my craving to eat a non spicy Chilly Mushroom remained unfulfilled Next time I am going to try the freshly made Mangaluru Buns which they prepare at 11 am

ambrosiiacom"	0
packing was not goodit was like i was eating in train	0
I ordered veg kadai from here the delivery was quick the smell was good the taste was average havent tried anything else but must say the Name Baahubelly is awesome  could actually include some dishes related to the other characters of the movie toojust a suggestion	0
Food for cheap eatsfood choices is highatmosphere is okpromoting Zomato on food tablehotel is average tidiness and not so much buzy	0
Food for cheap eatsfood choices is highatmosphere is okpromoting Zomato on food tablehotel is average tidiness and not so much buzy	0
Beautiful ambience The place is not crowded and hence nice place to enjoy your company The food is okay The waiter doesnt know much on food items	0
delayed by 30mins	0
dosa was good but how do you expect to eat dosa without any curry or chutneyThough it is chicckn dosa there should be something like a curry or sambar or chutney	0
dosa was good but how do you expect to eat dosa without any curry or chutneyThough it is chicckn dosa there should be something like a curry or sambar or chutney	0
dosa was good but how do you expect to eat dosa without any curry or chutneyThough it is chicckn dosa there should be something like a curry or sambar or chutney	0
dosa was good but how do you expect to eat dosa without any curry or chutneyThough it is chicckn dosa there should be something like a curry or sambar or chutney	0
"This is a new restaurant in the city being a fan of
Kothuparota my expectations was high But disappointed  with kothu and normal parota both in quantity and quality but they can improve hope they will "	0
Perfect place to have a great coffee  sandwich and read a book The service from Chintu and Shashi is outstanding especially considering that they mulittask as Batista cook cashier steward and cleaner at the same time While most of the items on the menu are unavailable its the place u want to get fresh bread from Sadly the place as been falling to pieces and the management does not seem to care This can truly be a great boulangerie if only they cared about basics like availability of whats displayed on the menu and maintenance of the cafe The rating would have been a 5 star if we only looked at service	0
The Parisian cafe What I liked about this is the deliish look it had about it For sipping a cup of green tea the place was quite a find Would do well with a book or some work as well Not too crowded But I would definitely relook what they are playing over their speakers Until I find the next bite here Its a cute corner	0
Really good breads One place with good baguettes and sour dough The grilled chicken sandwiches are good too Placed in a quiet location yet easy to find	0
The Parisian cafe What I liked about this is the deliish look it had about it For sipping a cup of green tea the place was quite a find Would do well with a book or some work as well Not too crowded But I would definitely relook what they are playing over their speakers Until I find the next bite here Its a cute corner	0
Really good breads One place with good baguettes and sour dough The grilled chicken sandwiches are good too Placed in a quiet location yet easy to find	0
"They have some of the best fresh breads buns and Danish Price points are certainly high but I think its worth it

Right from spiced cookies to biscottis they have a well stocked and wide variety of baked goodies Price points for the goodies are high but again its delicious and worth it

The place is small and has barely 4 to 5 tables inside

We asked for lemon tea but they didnt have that So we settled for green tea

Overall I think its not a classic The Parsian Caf that one would think of it as They are known for breads and they do it good Bakery and confectionery section is also very good But when it comes to savorieseats like sandwiches etc they still need to work on it"	0
"They have some of the best fresh breads buns and Danish Price points are certainly high but I think its worth it

Right from spiced cookies to biscottis they have a well stocked and wide variety of baked goodies Price points for the goodies are high but again its delicious and worth it

The place is small and has barely 4 to 5 tables inside

We asked for lemon tea but they didnt have that So we settled for green tea

Overall I think its not a classic The Parsian Caf that one would think of it as They are known for breads and they do it good Bakery and confectionery section is also very good But when it comes to savorieseats like sandwiches etc they still need to work on it"	0
"A very decent list of options with a soothing ambience Courteous and professional staff that makes you feel well attended The food is good not out of the world amazing but well above average

The responsiveness of the live counter at rush hour made me bring down the rating though It takes you a while to grab attention then a few ages for your sequence to come up and finally they forget what you ordered or misdeliver

Not a very satisfying experience"	0
"Having heard a lot about Ambur Biryani not this place just the dish I grabbed the first chance I got to try it The place looked very dingy from the outside but I din care I should have The food was average and the place was jz too damn dirty No proper seating and the wash area for washing the dishes was right there in the middle of the seating The service was also bad I mean I din expect much to begin with what with it being that small but how many times would u need to ask for water
The food itself wasnt that bad but it was absolutely nothing special The rice and chicken were both nicely cooked with the proper amount of spices No complains there The raitha was alright too Quantity is amazing for the mere 70 they charge I wish the place were a little cleaner though"	0
"A tiny place 35 seats maximum on the first floor of a building situated just next to the MG Road metro station Not easy to locate if you have not already found the place through Zomato

Ordered tandoori chicken and vegetable noodles After 10 minutes we were informed theres no noodles It was only 8clock in the evening So we went for only tandoori Pretty much a letdown at this point itself

Anyway back to the feedback

Food The tandoori chicken was succulent and yummy probably one of the good tandoori places The presentation was also impressive you can refer to the pictures here

Ambience The restaurant really needs to work on the aura Shaky chairs shabby and humid interiors and wornout cutlery do not make an attractive restaurant

Price The rates on the menu were pretty decent neither too low nor too high

If you are looking for lowpriced scrumptious meal you can try out this place once"	0
Didnt have a great experience The order was late by more than 40 minutes No complaints regarding the taste but finding strands of hair in the food is not really acceptable The manager was very kind to offer a replacement immediately Ambiance is decent too and its not very expensive either Hope to have a better experience next time	0
Didnt have a great experience The order was late by more than 40 minutes No complaints regarding the taste but finding strands of hair in the food is not really acceptable The manager was very kind to offer a replacement immediately Ambiance is decent too and its not very expensive either Hope to have a better experience next time	0
Didnt have a great experience The order was late by more than 40 minutes No complaints regarding the taste but finding strands of hair in the food is not really acceptable The manager was very kind to offer a replacement immediately Ambiance is decent too and its not very expensive either Hope to have a better experience next time	0
"Were roaming around brigade road in the middle of the afternoon hungry as anything Randomly stumbled upon this place thought its worth a try Entrance to the place is in shabby condition ambience is okayish bamboo everywhere There are more cameras in this place than tables Food took some time to be prepared was served kinda cold Taste was okay but Ive tasted better punjabi food Service was just okay It all felt a little too congested Too many servers and owners and cooks everywhere On the flip side the biggest surprise was the washrooms cleaner than usual Pristine tip top condition Pricing was decent quantity was decent If youre really hungry and tight on budget its a good place but for proper punjabi food look elsewhere
Peace out "	0
"Were roaming around brigade road in the middle of the afternoon hungry as anything Randomly stumbled upon this place thought its worth a try Entrance to the place is in shabby condition ambience is okayish bamboo everywhere There are more cameras in this place than tables Food took some time to be prepared was served kinda cold Taste was okay but Ive tasted better punjabi food Service was just okay It all felt a little too congested Too many servers and owners and cooks everywhere On the flip side the biggest surprise was the washrooms cleaner than usual Pristine tip top condition Pricing was decent quantity was decent If youre really hungry and tight on budget its a good place but for proper punjabi food look elsewhere
Peace out "	0
"Were roaming around brigade road in the middle of the afternoon hungry as anything Randomly stumbled upon this place thought its worth a try Entrance to the place is in shabby condition ambience is okayish bamboo everywhere There are more cameras in this place than tables Food took some time to be prepared was served kinda cold Taste was okay but Ive tasted better punjabi food Service was just okay It all felt a little too congested Too many servers and owners and cooks everywhere On the flip side the biggest surprise was the washrooms cleaner than usual Pristine tip top condition Pricing was decent quantity was decent If youre really hungry and tight on budget its a good place but for proper punjabi food look elsewhere
Peace out "	0
Ordered from this place because it was amazing the last time we ordered This time I really dont know what went wrong but their gravies were too damn oily like the picture I shared I hope they take a note of that	0
"We ordered a veg noodles for lunch The quantity was more than I expected for a food truck and they didnt take much time to prepare it too
However the noodles were quite bland"	0
"I ordered spicy paneer pizza Chicken keema pizza and garlic bread sticks from Mojo Pizza

Well if you are comparing with pizzaHutDominos they have to go a long way But the pizza that Mojo Pizza provides is value for money and has sufficient toppings

Taste is also good If only they could improve their crust as a bit more hard crust pizza will taste a lot better Garlic bread stick is a total avoid but pizza can be tried"	0
Ordered their Fire Me Up pizza which consists of bbq chicken chicken tikka and spicy jalapeos Didnt like it so much I think i would stick to Toit or dominos for Pizzas	0
This place caught our attention on a Sunday afternoon while shopping on the busy Indiranagar 100 ft toad Went for a quick bite and tried the Seitan sourdough bread sandwich and a banana shake In itself the sandwich was good Seitan the meat substitute was tasty in the sandwich But I wish there was more quantity or some side For the price we pay I felt it wasnt much	0
Their garlic bread tasted good but the pizza was just average Unnecessarily hyped and expensive too Have had much better ones at decent prices Wouldnt really recommend	0
"Ambiance is ok its definitely a VFM place for people to hand out with Valet Parking is available Now lets come to the main thing food
We ordered Chicken Nachos Garlic Bread and chicken chef special pizza  nachos were crisp  however chicken was a little too bland for my taste garlic bread and the dip was awesome  one of the best garlic bread we tasted its not like your regular garlic bread  the attraction for us was the oven roasted pizza with flamb  pizza was a let down as the cheese was not that great and hand crusted base was not crunchy enough portion was its good for two people 
its a good place to hangout  however we did not feel this was 49 rated joint  I will rate it as 35 star"	0
"Ambiance is ok its definitely a VFM place for people to hand out with Valet Parking is available Now lets come to the main thing food
We ordered Chicken Nachos Garlic Bread and chicken chef special pizza  nachos were crisp  however chicken was a little too bland for my taste garlic bread and the dip was awesome  one of the best garlic bread we tasted its not like your regular garlic bread  the attraction for us was the oven roasted pizza with flamb  pizza was a let down as the cheese was not that great and hand crusted base was not crunchy enough portion was its good for two people 
its a good place to hangout  however we did not feel this was 49 rated joint  I will rate it as 35 star"	0
"Well This is located at busy streets of Indiranagar
Expected a lot from this place in end disappointed

We ordered Lamb and Chicken Pizzaa
Not very good taste also we ordered coffee sugar was all melted in package"	0
"Well This is located at busy streets of Indiranagar
Expected a lot from this place in end disappointed

We ordered Lamb and Chicken Pizzaa
Not very good taste also we ordered coffee sugar was all melted in package"	0
I like the ambience and the service but somewhat wasnt impressed with food Regular tasting pizza a lil overpriced If compared there are a lot of places who arent specialised in pizza but do it really well You guys can definitely improve since you are specialising in pizza The ratings are mainly for staff and their very courteous behaviour and services	0
I like the ambience and the service but somewhat wasnt impressed with food Regular tasting pizza a lil overpriced If compared there are a lot of places who arent specialised in pizza but do it really well You guys can definitely improve since you are specialising in pizza The ratings are mainly for staff and their very courteous behaviour and services	0
Well we visited this place post checking the review about the food here but was not too happy with the food We ordered some galic bread which were average Post that we ordered a veg poppys Pooja on chefs recommendation and also a chicken barbecue pizza The caramelized Onions on these pizza  had a very typical taste which we did not find very great Though all is well that ended well with some yummy Tiramisu cake	0
Well we visited this place post checking the review about the food here but was not too happy with the food We ordered some galic bread which were average Post that we ordered a veg poppys Pooja on chefs recommendation and also a chicken barbecue pizza The caramelized Onions on these pizza  had a very typical taste which we did not find very great Though all is well that ended well with some yummy Tiramisu cake	0
"A pretty decent place to visit Though the name I personally did not find the pizzas to be very great It was rather a disappointment Maybe I just had better expectations looking at the rating and ambience The ambience was really nice and especially the Mona Lisa painting with a beer mug in her hand But coming to the food not that satisfied The garlic bread was good but maybe sweet for my liking The pizza was not that flavourful The pizza looked great but did not taste so It was soggy and chewy and the pizza sauce also did not taste too good The desert looked amazing and on cracking the brownie with a spoon it gushed out amazing chocolate sauce but did not taste anything amazing It tasted just like normal brownie with vanilla ice cream The service was good Pricing might me but on the higher side Overall not a very great experience

Food  35
Service  45
Ambience  355
Pricing 355
Overall rating  365"	0
"As the name says Pizza so I expected a lot from the pizza being served 
Strawberry cheesecake shake is a must try 
We had chef special veg pizza which was okaish 
Service is good  instant and prompt
Ambience is beautiful  in simple word a sober and simple place 
Monalisa is amazing  I loved it 
Once a visit is possible"	0
"As the name says Pizza so I expected a lot from the pizza being served 
Strawberry cheesecake shake is a must try 
We had chef special veg pizza which was okaish 
Service is good  instant and prompt
Ambience is beautiful  in simple word a sober and simple place 
Monalisa is amazing  I loved it 
Once a visit is possible"	0
"This one was always in my Goto list and yesterday finally made it Ambience is amazing with very friendly staff
Also if you are pizza lover do come here since they have wide spread of pizzas and it also tastes good
I am not a sourdough pizza Lover but i liked their pizza Wont say that I LOVED it but yeah It was good

We had
Barbecue chicken pizzawhich was great in taste  Stuffed garlic bread classic this could be better

Rating 312"	0
Location and ambience is attractive  they have valet parking Coming to food we were sea food lovers So we ordered fish finger and butter garlic prawns both were great Those 2 were in the menu for sea food For main course we ordered pizza topped with prawns it was good thin in the centre and middle but puffy at last  Overall a good experience but its too pricey  service charge and gst also makes the bill bigger	0
"We were searching for an italian place and the pizza bakery looked promising to us The place is locate in front of burma burma and was decently crowded We chose to sit outside as weather was amazing The ambience is classic italian and they have a live stone oven and you can see your food baking
We had ordered

1 Stuffed garlic bread which was really fresh but had caramelized onions in it which i personally dont like as it makes the bread little sweet
2 Chef suggested pizza which came with beautiful crust topped with microgreens on it tho the pizza was really fresh it had no wow factor in it
3 Lemonade  i had to send it back to redo

PS They add service charges in the bill which can be waived off"	0
"We were searching for an italian place and the pizza bakery looked promising to us The place is locate in front of burma burma and was decently crowded We chose to sit outside as weather was amazing The ambience is classic italian and they have a live stone oven and you can see your food baking
We had ordered

1 Stuffed garlic bread which was really fresh but had caramelized onions in it which i personally dont like as it makes the bread little sweet
2 Chef suggested pizza which came with beautiful crust topped with microgreens on it tho the pizza was really fresh it had no wow factor in it
3 Lemonade  i had to send it back to redo

PS They add service charges in the bill which can be waived off"	0
"Went in with high hopes but turned out to be a disappointing affair

Ordered a couple of desserts and both were very average to day the least The cheese cake was pretty stale and hard The other pista and bread based was also pretty average

Didnt eat anything

Doubt Im paying this place another visit Its too expensive for another chance"	0
This place serves amazing pastry and patty Each time you go there is sometjing new to try However the service and the people serving them are quite curt and not very helpful	0
"The food here is absolutely delicious and looks scrumptious as well
The Ambience was neat and chic
The staff were polite
But I had two issues with the restaurant
First  the waiters took very long time to wait on us We practically had to call them for every thing from giving the order to getting the water Nobody seemed to bother about us

Second  the food is extremely rich and fatty Its on the farther opposite side of being healthy We ordered hot chocolate  which was one of the best hot chocolates I have had  and it had just chocolate and heavy cream

The pasta we ordered had melted cheese and a gravy of other kinds of fats Again it tasted well but not a healthy pasta

Their cheesecake wasnt my favorite  I guess that would be the only disappointment out of what we ordered  taste wise 

So would I go here again Only if I have worked out enough for it "	0
I always thought lavonne is only a baking institute however thats not true Its a modern looking cafe in Indiranagar along with baking institute We tried their signature cake flavoured with chocolate and hazelnut They have a good varieties of pastries however the pastries are not as mouth melting as you get otherwise Also cake popsicles needs to be preordered	0
I always thought lavonne is only a baking institute however thats not true Its a modern looking cafe in Indiranagar along with baking institute We tried their signature cake flavoured with chocolate and hazelnut They have a good varieties of pastries however the pastries are not as mouth melting as you get otherwise Also cake popsicles needs to be preordered	0
"We went there for dessert to celebrate my sisters birthday I had actually been to lavonne once before for a class and had been super excited with their range of desserts I had decided to go back later with my sister and when we went  we ordered three ptit gateau small cakes After choosing the cakes I went in for the billing and was told the bill was 660 rupees They did not have any price plates put up and when I asked one cake to be cancelled they said they couldnt do it
The place was no doubt very cozy and pretty but I found the prices to be skyhigh prices of 1 pound cakes were all starting from 1800 rupees the tastes were similar to any other decent bakery and the place overall overrated Theres nothing you cant find in a really good bakery without the burning hole in your pocket jist because of the brand name"	0
"We went there for dessert to celebrate my sisters birthday I had actually been to lavonne once before for a class and had been super excited with their range of desserts I had decided to go back later with my sister and when we went  we ordered three ptit gateau small cakes After choosing the cakes I went in for the billing and was told the bill was 660 rupees They did not have any price plates put up and when I asked one cake to be cancelled they said they couldnt do it
The place was no doubt very cozy and pretty but I found the prices to be skyhigh prices of 1 pound cakes were all starting from 1800 rupees the tastes were similar to any other decent bakery and the place overall overrated Theres nothing you cant find in a really good bakery without the burning hole in your pocket jist because of the brand name"	0
"We went there for dessert to celebrate my sisters birthday I had actually been to lavonne once before for a class and had been super excited with their range of desserts I had decided to go back later with my sister and when we went  we ordered three ptit gateau small cakes After choosing the cakes I went in for the billing and was told the bill was 660 rupees They did not have any price plates put up and when I asked one cake to be cancelled they said they couldnt do it
The place was no doubt very cozy and pretty but I found the prices to be skyhigh prices of 1 pound cakes were all starting from 1800 rupees the tastes were similar to any other decent bakery and the place overall overrated Theres nothing you cant find in a really good bakery without the burning hole in your pocket jist because of the brand name"	0
"Must try for people with sweet tooth
They have good variety of pastries The presentation of the desert is so lovely that you dont feel eat
Lovely ambience
Service staff is very rude

Overall
Food 4
Ambience 4
Service 1
Value for money 3

Road side parking available"	0
"Must try for people with sweet tooth
They have good variety of pastries The presentation of the desert is so lovely that you dont feel eat
Lovely ambience
Service staff is very rude

Overall
Food 4
Ambience 4
Service 1
Value for money 3

Road side parking available"	0
"Tried one dessert and blueberry smoothie smoothie was okey and the dessert  was too sweet I might be tried the bad one The things I liked the most was the ambiance and the decorations Final verdict
Ambiance 
Food  
Cost  
Service  "	0
"Tried one dessert and blueberry smoothie smoothie was okey and the dessert  was too sweet I might be tried the bad one The things I liked the most was the ambiance and the decorations Final verdict
Ambiance 
Food  
Cost  
Service  "	0
Took an enormously long time to get one green tea that too without the togo option So thats that The ambience was quite nice despite it being tremendously crowded	0
"Without a doubt they have the best red velvet cupcake
Even their coffee is really good
But the food items arent really great

Had their keema pao and veg lasagna The taste was just okay"	0
A great place to chill after work Calm and soothing The ambience is beautiful it has a French touch to it They play great music The food is great We had ordered Andra style hot hot pizza its a must try It has a very subtle taste The cold coffee is good too The staff is courteous but they took too long to serve nearly an hour	0
"My favorite hangout place since 3 yearsthis place can never get boring and its the most peaceful place to go in the evening and chill
The red velvet cupcakes here are to die for
Andhra style chicken pizza is one of the best pzzas I have personally had it has the perfect amount of cheesespice and toppings
I also tried the breakfast combo which wasnt that greatI only liked the sausages and the apple cake in this combo
The only thing I dont like about this place is the staffthe do not respond well and service is very late and the place isint hygienicIve seen rats wander around that place very often
Please do work on this"	0
"Good place to hangout or to do productive work when youre bored of office space So that you could sip a cup of amazing coffee and taste wood fired pizza while doing work or spending some quality time with your family You can find all sorts of people Gang of kids playing PUBG with smoke and the cheapest drink to share amongst and then some who wouldnt order but just pretend
Veg Puff was good less in oil and the pizza was amazing with thin crust and awesome in house cheese"	0
"I still dont know whats the hype about this place Its just like other regular cafes Infact the service is quite bad here Plus the servers are rude too
I wont complain about the quality of food though Its good"	0
"I still dont know whats the hype about this place Its just like other regular cafes Infact the service is quite bad here Plus the servers are rude too
I wont complain about the quality of food though Its good"	0
"I still dont know whats the hype about this place Its just like other regular cafes Infact the service is quite bad here Plus the servers are rude too
I wont complain about the quality of food though Its good"	0
"I still dont know whats the hype about this place Its just like other regular cafes Infact the service is quite bad here Plus the servers are rude too
I wont complain about the quality of food though Its good"	0
The ambience and food is great No denying that But the service was annoyingly slow I had to keep asking for everything all the time Also you have severe cleanliness issues in the open  too many houseflies Am I supposed to focus on the food or the houseflies	0
The ambience and food is great No denying that But the service was annoyingly slow I had to keep asking for everything all the time Also you have severe cleanliness issues in the open  too many houseflies Am I supposed to focus on the food or the houseflies	0
"one of the best bakers
but a big no to there beverages
2 for that
Nice ans descent place
I love red velvet and they serve very nice cakes
service is good"	0
"one of the best bakers
but a big no to there beverages
2 for that
Nice ans descent place
I love red velvet and they serve very nice cakes
service is good"	0
Visited here for the second time for brunch with my friends and Iam quite disappointed with the food that day pasta sause was too watery and had no taste it was bland  pizza was really good and the breakfast combo was perfect the sausages wer perfectly cooked  Their willy classic hot chocolate is a must try	0
Visited here for the second time for brunch with my friends and Iam quite disappointed with the food that day pasta sause was too watery and had no taste it was bland  pizza was really good and the breakfast combo was perfect the sausages wer perfectly cooked  Their willy classic hot chocolate is a must try	0
Visited here for the second time for brunch with my friends and Iam quite disappointed with the food that day pasta sause was too watery and had no taste it was bland  pizza was really good and the breakfast combo was perfect the sausages wer perfectly cooked  Their willy classic hot chocolate is a must try	0
Ordered a blueberry cheesecake from here after hearing a lot of positive reviews Was disappointed The blueberry layer tasted quite good but the cheesecake was a let down It was hard and slightly bland Was expecting better considering the cost	0
"I would call this an average eatery though I love sitting in that place Have always found their food average Only thing I love there is the yougurt based drink the fact that I get to see good looking people and its in indiranagar Sandwiches some too saucy chicken  kinda stake but with bones cant remember the name and cant go back now while writing this review to see their menu too and whatever I have tried have found their food average but I dont mind visiting this place again but cant really recommend as a must try place Have never tried their in house baked breads Cupcakes i liked n have taken their red velvet half kg cakes on several occasions which are okayish Go for the nice vibe  Sunday time for a happy time with your friends
Cheers"	0
"I would call this an average eatery though I love sitting in that place Have always found their food average Only thing I love there is the yougurt based drink the fact that I get to see good looking people and its in indiranagar Sandwiches some too saucy chicken  kinda stake but with bones cant remember the name and cant go back now while writing this review to see their menu too and whatever I have tried have found their food average but I dont mind visiting this place again but cant really recommend as a must try place Have never tried their in house baked breads Cupcakes i liked n have taken their red velvet half kg cakes on several occasions which are okayish Go for the nice vibe  Sunday time for a happy time with your friends
Cheers"	0
"I have been in Bangalore for 2 years now and most of the birthdays Ive attended had got the birthday cake delivered from Glens The most popular cake being the Red velvet cake 
Apart from that their cupcakes and croissants are pretty great too
I have had the chance to go for brunch during the weekend and it was pretty great For just Rs 350 exclusive of taxes the allday breakfast is a steal deal It comprises of pancakes with topping of your choice teacoffee eggs made according to your choice sausage a bowl of cereal juice or fruit bowl
No complaints about the food but the service is supremely slow and the waiters are not quite helpful and borderline rude 
My rating is solely because of the service"	0
"Located next to Toit this place is a nice little cafe We tried there signature coffee and pizza aloha hawaiian The cream topping on the coffee was sour Pizza was wow A rare combo of pineapple and cheese  a must try

The service here needs improvement We waited for 1015 min to get the menu and then again 10 min for placing the order"	0
I have heard about this place a lot However it wasnt what I expected Ambiance is great and even their special pastries arent that wonder considering the price atleast Pizza and pasta are delectable no doubt in that	0
The place smells of pure bliss I had visited Glens to quench my midnight sweet desires The set up of the place is very British bakery Outside seating is available It is mostly crowded I had the red velvet and blueberry cheesecake I must say it is heavy and a small person appetite wont be able to finish a dessert after dinner Will love to try their breakfast range	0
"RED VELVET CUPCAKES  the reason you should never miss this place Been here with my siblings and ordered few stuffs along with 15 small red velvet cupcakes

They make the best red velvet cupcakes  5 starts for cupcakes 

Other things we ordered include
Traditional Pesto pasta  a green sauce pasta with garlic bread having a mild flavour of herbs is soothing if you love basil sauces
Pizza Primavera  Youre gonna taste just the dried tomatoes and nothing else Didnt quiet liked it as nothing else was reaching the taste buds

Cupcakes the main reason to visit this place
Ambiance is good for visiting with your partner or friends
Smoking zone in an open area for interested

I would visit this place and suggest others as well just for the yumminess of red velvet cup cakes "	0
"RED VELVET CUPCAKES  the reason you should never miss this place Been here with my siblings and ordered few stuffs along with 15 small red velvet cupcakes

They make the best red velvet cupcakes  5 starts for cupcakes 

Other things we ordered include
Traditional Pesto pasta  a green sauce pasta with garlic bread having a mild flavour of herbs is soothing if you love basil sauces
Pizza Primavera  Youre gonna taste just the dried tomatoes and nothing else Didnt quiet liked it as nothing else was reaching the taste buds

Cupcakes the main reason to visit this place
Ambiance is good for visiting with your partner or friends
Smoking zone in an open area for interested

I would visit this place and suggest others as well just for the yumminess of red velvet cup cakes "	0
"Rating this after 2 visits to the place To be honest did not like the food both the times
The ambience is really good though The seating is very cafe like and the lightings are good but the food is not upto the mark
My first visit was with friends for a proper dinner Did not like the food very much at that time
Visited again yesterday  while waiting for our entry in Toit  and tried the signature cold cheesecake  belgian chocolate hot cheesecake and they were okayish 
The garlic bread was good though
Also the guy did not let us park our bike outside and told there is no space even when we could see one
The service is also normal and not as such great"	0
"As much as I loved this place for the food the service was surprisingly very slow I could see only two waiters on service and both of them were super slow We had to wait for half Hr for them to take our order even after calling them twice
Loved the cheesecake and the macroon but i think it would have been a better experience of the service was a bit better"	0
